0.3313148339604908,0.25164305133183107,0.616738586377186
0.789373053139756,0.6976730099815102,0.3126430077271227
0.4464893506868285,0.5004720988074971,0.5301464519029275
0.17493663661962588,0.48858668416748474,0.7465231346171983
0.6729963916405826,0.5129880786776106,0.9511243705995565
0.9406851074704357,0.8011688810545071,0.13735624300739935
0.6065066760986603,0.04755109287216974,0.6308748120177876
0.01794719940915146,0.6231008314809108,0.3551953449688108
0.9351325419834055,0.6500886431184686,0.17277624380552625
0.5547890634929641,0.30471986692455755,0.7254108662539872
